Contact ID;Master;Recent Conversion;Original Source Drill-Down 2;Original Source Drill-Down 1;Original Source;IP Country;Momento
11119501;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Trámites e-mail
11118101;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11116901;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;jordan;Concertado
11110701;Digital Business Modelling;Entrepreneurship and Digital Business Modelling - Nuclio digital School: Descarga Catalogo Digital Entrepreneurship EN ;dbe0520_test_noviembre;Facebook;Paid Social;jordan;Contactado Efectivo
11110001;Digital Traffic Management;Máster Digital Traffic Management | SEO, SEM, SOCIAL ADS & Analytics: Descarga Catalogo Digital Traffic manager;c1d25565-f664-4089-9f0a-1734cc1b3a65;display traffic sept;Paid Search;spain;Trámites e-mail
11108001;Digital Business Modelling;Landing PPC Digital Product Management - EN - Nuclio digital School: Product EN - WEB - English Landing   ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united arab emirates;Trámites e-mail
11108401;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united kingdom;Concertado
11106851;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Trámites e-mail
11105051;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;jordan;
11104601;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;united arab emirates;Concertado
11101851;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Trámites e-mail
11101451;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng audiencias similares;Facebook;Paid Social;jordan;
11100851;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;
11097751;Digital Product Management;Facebook Lead Ads: DPM - Diciembre;dpm0220_general-fases_diciembre;Facebook;Paid Social;spain;Trámites e-mail
11096651;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;
11094751;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;;nuclio.school/online-master-in-digital-marketing;Direct Traffic;turkey;
11094001;Data Science;Landing PPC Máster en Data Science - Nuclio digital School: Máster Data Science - Landing PPC;mds0220_fases-landing_diciembre;Facebook;Paid Social;spain;Trámites e-mail
11093301;Digital Product Management - EN;Digital Product Management Master - Nuclio digital School: Descarga Catalogo Digital Product Manager EN;;nuclio.school/all-programs;Direct Traffic;belgium;Trámites e-mail
11092101;Full Stack Development - EN;Meetings Link: gisela-moreno;fsdeng audiencias similares;Facebook;Paid Social;united arab emirates;Entrevistado
11092203;Digital Product Management;Facebook Lead Ads: DPM Test form 1;dtm0120_general_octubre;Facebook;Paid Social;;
11089101;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;business courses;digital product en;Paid Search;brazil;Contactado Efectivo
11087501;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Contactado Efectivo
11055701;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;;nuclio.school/landing-ppc-entrepreneurship-and-digital-business-modelling;Direct Traffic;saudi arabia;
11082601;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_general_octubre;Facebook;Paid Social;;Trámites e-mail
11082651;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;Contactado Efectivo
11080851;Dirección de Ventas B2B;Landing PPC Máster en Dirección de Ventas B2B - Nuclio digital School: Máster Dirección de Ventas B2B - Landing PPC;b2b0220_general-landing_diciembre;Facebook;Paid Social;spain;Contactado Efectivo
11079901;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;italy;
11079301;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;business models;dm0520_search_diciembre;Paid Search;united arab emirates;Contactado Efectivo
10993051;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;;nuclio.school/gracias;Direct Traffic;france;
11068001;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;saudi arabia;Trámites e-mail
11076851;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;russian federation;Concertado
11076501;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;dm0520_general-landing_diciembre;Facebook;Paid Social;poland;Contactado Efectivo
11072901;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;spain;
11072751;Digital Marketing - EN;Meetings Link: jordi-tena;dm0520_general-landing_diciembre;Facebook;Paid Social;turkey;Trámites e-mail
11072201;Full Stack Development;Facebook Lead Ads: Form FSD - DIC;fsd0320_general_octubre;Facebook;Paid Social;spain;
11072251;Digital Product Management;Facebook Lead Ads: Form DPM - DIC;dpm0220_audiencias-smiliares_noviembre;Facebook;Paid Social;;Contactado Efectivo
11071001;Full Stack Development - EN;Full Stack Developer Bootcamp - Nuclio digital School: FullStack EN - WEB - English Landing ;school code;digital product en;Paid Search;sudan;
11070501;Digital Traffic Management;Meetings Link: joel-orteu;dtm0120_general_octubre;Facebook;Paid Social;spain;
11070151;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_fases_noviembre;Facebook;Paid Social;ireland;
11069601;Digital Business Modelling;Meetings Link: gisela-moreno;dbe0520_test_noviembre;Facebook;Paid Social;hungary;Concertado
11069151;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_fases_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11067551;Digital Product Management;Productos digitales que enganchan - Hugo Saez - Nuclio digital School: 6/05/2020 Digital Weeks - Hugo Saez;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Entrevistado
11067001;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_general_octubre;Facebook;Paid Social;spain;
11066901;Digital Marketing - EN;Online Master in Digital Marketing - Nuclio digital School: Descarga Catalogo Digital Marketing EN ;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;saudi arabia;
11066001;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B - Nuclio digital School: Descarga Catalogo b2b;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;
11065851;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;Contactado Efectivo
11061001;Digital Product Management - EN;Landing PPC Digital Product Management - EN - Nuclio digital School: Digital Product Management EN - English Landing PPC;dpmeng0220_audiencias-landing_diciembre;Facebook;Paid Social;pakistan;
10754251;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;;nuclio.school/corporate-programs;Direct Traffic;saudi arabia;Contactado Efectivo
11056651;Digital Traffic Management;Máster Digital Traffic Management | SEO, SEM, SOCIAL ADS & Analytics: Descarga Catalogo Digital Traffic manager;nuclio school;global campaign branding - barcelona;Paid Search;spain;
11055151;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;
11053251;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;mexico;
11045651;Digital Product Management;Landing PPC Product Management Streaming - Nuclio digital School: Descarga Catalogo Digital Product Manager;marketing management;as-digital product- search;Paid Search;spain;
11043551;Digital Product Management;Máster Digital Product Management - Nuclio digital School: Digital Project Management - WEB;;nuclio.school/digital-product-management-master-intensivo;Direct Traffic;spain;
11042851;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;mexico;Concertado
11042751;Dirección de Ventas B2B;¿Es mejor SEO o Influencers? - Ismael El Qudsi - Nuclio digital School: 8/05/2020 Digital Weeks - Ismael El Qudsi;b2b0220_fases-general_noviembre;Facebook;Paid Social;spain;Matriculado
11039601;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;dbe0520_test_noviembre;Facebook;Paid Social;brazil;Trámites e-mail
11036451;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;spain;
11036001;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_general_octubre;Facebook;Paid Social;spain;
11034851;Full Stack Development - EN;Landing PPC Full Stack Developer EN - Nuclio digital School: FullStack EN - WEB - English Landing PPC;fsdeng0520_general-landing_diciembre;Facebook;Paid Social;argentina;Trámites e-mail
11034601;;;36503;INTEGRATION;Offline Sources;;
11033201;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business Modelling - WEB - English Landing PPC;digital business;dm0520_search_diciembre;Paid Search;nigeria;Trámites e-mail
11032501;Full Stack Development - EN;Innovación Digital - Corporate Programs - Nuclio digital School: Contacto  Corporate;fsdeng audiencias similares;Facebook;Paid Social;jordan;
11033501;Dirección de Ventas B2B;Facebook Lead Ads: Leads B2B Diciembre;b2b0220_fases-general_noviembre;Facebook;Paid Social;;
11031701;Digital Traffic Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;ireland;
11031751;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management Noviembre;dtm0120_fases_noviembre;Facebook;Paid Social;;
11030451;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;ecuador;Trámites e-mail
10664551;Digital Product Management - EN;Program Registration - Nuclio digital School: Formulario Enrollement Master EN;GOOGLE;Unknown keywords (SSL);Organic Search;united arab emirates;Matriculado
11029451;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing PPC;dm0520_general-landing_diciembre;Facebook;Paid Social;mexico;Trámites e-mail
11028701;Digital Traffic Management;Facebook Lead Ads: Leads Traffic Management - NOV;dtm0120_fases_noviembre;Facebook;Paid Social;;Contactado Efectivo
11028651;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Contactado Efectivo
11027651;Digital Business Modelling;Landing PPC Entrepreneurship and Digital Business Modelling - Nuclio digital School: Digital Business/ Entrepreneurship EN - WEB - English Landing  ;digital business course;dm0520_search_diciembre;Paid Search;egypt;Trámites e-mail
11026101;Digital Product Management;Facebook Lead Ads: DPM ESP - DIC;dpmesp0220_general-españa_octubre;Facebook;Paid Social;spain;Trámites e-mail
11024601;;;36503;INTEGRATION;Offline Sources;;
11024701;Digital Traffic Management;Facebook Lead Ads: Enero DTM Form-copy;dtm0120_fases_noviembre;Facebook;Paid Social;spain;
10996751;Digital Marketing - EN;Landing PPC Digital Marketing - Nuclio digital School: Digital Marketing EN - English Landing ;web marketing;dm0520_search_diciembre;Paid Search;united kingdom;
11018201;Dirección de Ventas B2B;Máster en Dirección de Ventas B2B - Nuclio digital School: Sales Operation - Form Landing;página web de inicio / ig bio;link en bio-ig;Other Campaigns;spain;Contactado Efectivo
